layer,replicate,n_train,n_oob,update_mse,update_r2
2,41,14353,5290,0.036433011293411255,0.4433712065219879
3,41,14353,5290,0.06376683712005615,0.5291271209716797
4,41,14353,5290,0.03199969232082367,0.5170028209686279
5,41,14353,5290,0.03053261898458004,0.5869991183280945
6,41,14353,5290,0.03203047439455986,0.6283493638038635
7,41,14353,5290,0.040078237652778625,0.6799631714820862
8,41,14353,5290,0.047343660145998,0.6743755340576172
9,41,14353,5290,0.060453373938798904,0.6745278239250183
10,41,14353,5290,0.08151011914014816,0.5788941383361816
11,41,14353,5290,0.42418381571769714,0.5562244057655334
0,42,14353,5323,0.017631569877266884,0.7661678194999695
1,42,14353,5323,0.02286185324192047,0.34092485904693604
2,42,14353,5323,0.03680643066763878,0.44584187865257263
3,42,14353,5323,0.06426719576120377,0.5325947999954224
4,42,14353,5323,0.03197287768125534,0.5181918144226074
5,42,14353,5323,0.030570143833756447,0.5853405594825745
6,42,14353,5323,0.03183850273489952,0.6246486306190491
7,42,14353,5323,0.03976289555430412,0.6777344346046448
8,42,14353,5323,0.04680453613400459,0.673198401927948
9,42,14353,5323,0.06002097204327583,0.6739867329597473
10,42,14353,5323,0.08108044415712357,0.5818455219268799
11,42,14353,5323,0.4269033968448639,0.5656960606575012
0,43,14353,5273,0.017280129715800285,0.7687165141105652
1,43,14353,5273,0.022341981530189514,0.3463965654373169
2,43,14353,5273,0.03617987409234047,0.4465504586696625
3,43,14353,5273,0.06341943144798279,0.530273973941803
4,43,14353,5273,0.031865525990724564,0.5198587775230408
5,43,14353,5273,0.030439510941505432,0.5888102650642395
6,43,14353,5273,0.03157838061451912,0.6285660862922668
7,43,14353,5273,0.039447978138923645,0.6795902848243713
8,43,14353,5273,0.04673360288143158,0.6727113127708435
9,43,14353,5273,0.06026870012283325,0.6739625930786133
10,43,14353,5273,0.08100105077028275,0.5813025832176208
11,43,14353,5273,0.41836509108543396,0.5597586035728455
0,44,14353,5304,0.01741500198841095,0.7692604064941406
1,44,14353,5304,0.022454673424363136,0.3435421288013458
2,44,14353,5304,0.036352600902318954,0.4455389678478241
3,44,14353,5304,0.06486040353775024,0.5305156111717224
4,44,14353,5304,0.031904760748147964,0.5196771621704102
5,44,14353,5304,0.030456990003585815,0.5869674682617188
6,44,14353,5304,0.03193636238574982,0.6266294121742249
7,44,14353,5304,0.03976704925298691,0.6773583292961121
8,44,14353,5304,0.04711811617016792,0.6736004948616028
9,44,14353,5304,0.06019832193851471,0.6736698150634766
10,44,14353,5304,0.08140239119529724,0.5812857151031494
11,44,14353,5304,0.4255640506744385,0.5539994239807129
0,45,14353,5249,0.017397737130522728,0.7675030827522278
1,45,14353,5249,0.02256188727915287,0.3423572778701782
2,45,14353,5249,0.03639259561896324,0.44383418560028076
3,45,14353,5249,0.06407567858695984,0.5283647179603577
4,45,14353,5249,0.031959857791662216,0.5197429656982422
5,45,14353,5249,0.030459484085440636,0.5881217122077942
6,45,14353,5249,0.03177858889102936,0.6273610591888428
7,45,14353,5249,0.03984265774488449,0.6813672184944153
8,45,14353,5249,0.04708869382739067,0.6747950911521912
9,45,14353,5249,0.060438740998506546,0.6765875816345215
10,45,14353,5249,0.08145088702440262,0.5814773440361023
11,45,14353,5249,0.409771591424942,0.5534506440162659
0,46,14353,5275,0.017421897500753403,0.769079864025116
1,46,14353,5275,0.022220125421881676,0.34210291504859924
2,46,14353,5275,0.03597792983055115,0.4376161992549896
3,46,14353,5275,0.0625886544585228,0.5168167948722839
4,46,14353,5275,0.03198176994919777,0.5190143585205078
5,46,14353,5275,0.030670620501041412,0.5854031443595886
6,46,14353,5275,0.03179101273417473,0.6284262537956238
7,46,14353,5275,0.03978530690073967,0.6781131625175476
8,46,14353,5275,0.046934824436903,0.6743568778038025
9,46,14353,5275,0.06013338267803192,0.6760686039924622
10,46,14353,5275,0.08093816041946411,0.5805345177650452
11,46,14353,5275,0.4180874824523926,0.5472995638847351
0,47,14353,5299,0.01719815842807293,0.769733726978302
1,47,14353,5299,0.021802252158522606,0.33997902274131775
2,47,14353,5299,0.03601236268877983,0.4353327751159668
3,47,14353,5299,0.06406238675117493,0.5179819464683533
4,47,14353,5299,0.03186390548944473,0.5172726511955261
5,47,14353,5299,0.030389748513698578,0.5882115960121155
6,47,14353,5299,0.031555723398923874,0.6269916892051697
7,47,14353,5299,0.0395156592130661,0.6781988739967346
8,47,14353,5299,0.046997714787721634,0.6739259362220764
9,47,14353,5299,0.05998193845152855,0.6760581135749817
10,47,14353,5299,0.08083468675613403,0.5794222950935364
11,47,14353,5299,0.4175141751766205,0.5620348453521729
0,48,14353,5288,0.017302503809332848,0.7687193751335144
1,48,14353,5288,0.022684918716549873,0.3494091331958771
2,48,14353,5288,0.03606506809592247,0.439864844083786
3,48,14353,5288,0.06263687461614609,0.5184396505355835
4,48,14353,5288,0.03191433846950531,0.5193364024162292
5,48,14353,5288,0.030716760084033012,0.5866440534591675
6,48,14353,5288,0.0319342166185379,0.625468373298645
7,48,14353,5288,0.0400136299431324,0.6776680946350098
8,48,14353,5288,0.04734790325164795,0.6716279983520508
9,48,14353,5288,0.060730915516614914,0.6724371314048767
10,48,14353,5288,0.08162423223257065,0.5807934403419495
11,48,14353,5288,0.42453518509864807,0.5700581073760986
0,49,14353,5271,0.017434341832995415,0.7699106335639954
1,49,14353,5271,0.022249681875109673,0.3454086482524872
2,49,14353,5271,0.03634941577911377,0.4518042802810669
3,49,14353,5271,0.06428924202919006,0.539632260799408
4,49,14353,5271,0.03187510743737221,0.5204799771308899
5,49,14353,5271,0.030300898477435112,0.5896615982055664
6,49,14353,5271,0.03186880424618721,0.6301551461219788
7,49,14353,5271,0.039498746395111084,0.6805949211120605
8,49,14353,5271,0.046996768563985825,0.6745637059211731
9,49,14353,5271,0.05991716310381889,0.6780034899711609
10,49,14353,5271,0.08086955547332764,0.5847002863883972
11,49,14353,5271,0.412107914686203,0.5462040305137634
0,50,14353,5231,0.01752655953168869,0.7667701840400696
1,50,14353,5231,0.02268679253757,0.33810707926750183
2,50,14353,5231,0.03653730824589729,0.43699145317077637
3,50,14353,5231,0.06351929903030396,0.5209723711013794
4,50,14353,5231,0.0321618877351284,0.5162086486816406
5,50,14353,5231,0.030596017837524414,0.5857177972793579
6,50,14353,5231,0.03198571503162384,0.6238820552825928
7,50,14353,5231,0.0397513322532177,0.6780982613563538
8,50,14353,5231,0.04705413058400154,0.6701760292053223
9,50,14353,5231,0.06019186973571777,0.6762534976005554
10,50,14353,5231,0.08072299510240555,0.5821315050125122
11,50,14353,5231,0.41522979736328125,0.5484805107116699
0,51,14353,5277,0.01730978861451149,0.7708783745765686
1,51,14353,5277,0.022409046068787575,0.3393775522708893
2,51,14353,5277,0.03611375018954277,0.43743613362312317
3,51,14353,5277,0.06457296013832092,0.519942581653595
4,51,14353,5277,0.03196066990494728,0.5177050232887268
5,51,14353,5277,0.030385205522179604,0.5867408514022827
6,51,14353,5277,0.031859736889600754,0.6248956918716431
7,51,14353,5277,0.039497628808021545,0.6808983683586121
8,51,14353,5277,0.04710476100444794,0.6698296666145325
9,51,14353,5277,0.06063230708241463,0.6711198687553406
10,51,14353,5277,0.08158693462610245,0.5796967148780823
11,51,14353,5277,0.44892048835754395,0.5634593963623047
0,52,14353,5301,0.017498670145869255,0.7671874165534973
1,52,14353,5301,0.022629158571362495,0.34766125679016113
2,52,14353,5301,0.03644067049026489,0.4456230700016022
3,52,14353,5301,0.06426552683115005,0.5307828783988953
4,52,14353,5301,0.0319276861846447,0.5180730819702148
5,52,14353,5301,0.030356885865330696,0.5866714119911194
6,52,14353,5301,0.031746506690979004,0.627109706401825
7,52,14353,5301,0.03960640728473663,0.6794443726539612
8,52,14353,5301,0.0469394326210022,0.6738917231559753
9,52,14353,5301,0.06027042865753174,0.6732956767082214
10,52,14353,5301,0.08113624155521393,0.5824736952781677
11,52,14353,5301,0.4293714761734009,0.5679873824119568
0,53,14353,5255,0.017685776576399803,0.7660853266716003
1,53,14353,5255,0.02292683534324169,0.34394434094429016
2,53,14353,5255,0.03657481446862221,0.4444451332092285
3,53,14353,5255,0.06498575210571289,0.5256187319755554
4,53,14353,5255,0.032158784568309784,0.518308162689209
5,53,14353,5255,0.030973881483078003,0.587230384349823
6,53,14353,5255,0.031973738223314285,0.6303701996803284
7,53,14353,5255,0.0397808738052845,0.6786770820617676
8,53,14353,5255,0.047260623425245285,0.6737808585166931
9,53,14353,5255,0.06046760082244873,0.6736666560173035
10,53,14353,5255,0.08140294998884201,0.5823037028312683
11,53,14353,5255,0.43503251671791077,0.5640342235565186
0,54,14353,5338,0.017553115263581276,0.7672271132469177
1,54,14353,5338,0.02256281115114689,0.3414515256881714
2,54,14353,5338,0.03634020313620567,0.4379384517669678
3,54,14353,5338,0.06491182744503021,0.5167182087898254
4,54,14353,5338,0.03181099519133568,0.5185472369194031
5,54,14353,5338,0.030600527301430702,0.5877788662910461
6,54,14353,5338,0.031989797949790955,0.6275389790534973
7,54,14353,5338,0.03976909816265106,0.6817933917045593
8,54,14353,5338,0.047097574919462204,0.6726560592651367
9,54,14353,5338,0.0605245977640152,0.6725559234619141
10,54,14353,5338,0.08155430108308792,0.5793883204460144
11,54,14353,5338,0.4258992671966553,0.5561595559120178
0,55,14353,5307,0.017447927966713905,0.7699468731880188
1,55,14353,5307,0.022661173716187477,0.34270381927490234
2,55,14353,5307,0.036201443523168564,0.4453047215938568
3,55,14353,5307,0.06362482905387878,0.5286688208580017
4,55,14353,5307,0.03208133205771446,0.517952024936676
5,55,14353,5307,0.03058570809662342,0.588057279586792
6,55,14353,5307,0.03185839578509331,0.627275288105011
7,55,14353,5307,0.04015141353011131,0.6802158355712891
8,55,14353,5307,0.04698460176587105,0.6745564341545105
9,55,14353,5307,0.060461122542619705,0.6724614500999451
10,55,14353,5307,0.08152446895837784,0.5803197026252747
11,55,14353,5307,0.4239031970500946,0.5699784755706787
0,56,14353,5272,0.0174103956669569,0.7697164416313171
1,56,14353,5272,0.0224785003811121,0.3431638181209564
2,56,14353,5272,0.03604729846119881,0.44440850615501404
3,56,14353,5272,0.06371558457612991,0.525104820728302
4,56,14353,5272,0.03193904459476471,0.5191585421562195
5,56,14353,5272,0.030522765591740608,0.5871227383613586
6,56,14353,5272,0.03186893090605736,0.6252886652946472
7,56,14353,5272,0.03968633711338043,0.6763693690299988
8,56,14353,5272,0.04737771674990654,0.669261634349823
9,56,14353,5272,0.06061549112200737,0.6710842251777649
10,56,14353,5272,0.08197091519832611,0.5789122581481934
11,56,14353,5272,0.4371708631515503,0.5530650615692139
0,57,14353,5264,0.017263667657971382,0.7700097560882568
1,57,14353,5264,0.02249385416507721,0.3473372161388397
2,57,14353,5264,0.03614763543009758,0.4439908564090729
3,57,14353,5264,0.06384508311748505,0.5240480899810791
4,57,14353,5264,0.032132044434547424,0.5174369215965271
5,57,14353,5264,0.03077823482453823,0.5859845280647278
6,57,14353,5264,0.031738098710775375,0.6289636492729187
7,57,14353,5264,0.03968825936317444,0.6787920594215393
8,57,14353,5264,0.04713203385472298,0.6710465550422668
9,57,14353,5264,0.06038497015833855,0.6731400489807129
10,57,14353,5264,0.08112414181232452,0.5802294611930847
11,57,14353,5264,0.4372575283050537,0.5661453008651733
0,58,14353,5266,0.01757238805294037,0.7666694521903992
1,58,14353,5266,0.022823451086878777,0.3356788456439972
2,58,14353,5266,0.036543406546115875,0.4340040981769562
3,58,14353,5266,0.06325667351484299,0.5184292197227478
4,58,14353,5266,0.03205301985144615,0.5156229138374329
5,58,14353,5266,0.030730480328202248,0.5870628952980042
6,58,14353,5266,0.031823378056287766,0.627404510974884
7,58,14353,5266,0.03940539434552193,0.6765756607055664
8,58,14353,5266,0.046994101256132126,0.6714449524879456
9,58,14353,5266,0.06021059677004814,0.6721693873405457
10,58,14353,5266,0.08081644028425217,0.5790840983390808
11,58,14353,5266,0.42296338081359863,0.5520623326301575
0,59,14353,5302,0.017326785251498222,0.7706062197685242
1,59,14353,5302,0.022412791848182678,0.3492906093597412
2,59,14353,5302,0.03600013256072998,0.44535717368125916
3,59,14353,5302,0.0636477842926979,0.5264601111412048
4,59,14353,5302,0.031684279441833496,0.5208298563957214
5,59,14353,5302,0.03024355135858059,0.5904381275177002
6,59,14353,5302,0.03156766667962074,0.6297639012336731
7,59,14353,5302,0.03956935927271843,0.679709255695343
8,59,14353,5302,0.046738237142562866,0.6731438040733337
9,59,14353,5302,0.06039290502667427,0.6733481884002686
10,59,14353,5302,0.0813574567437172,0.580069363117218
11,59,14353,5302,0.41904696822166443,0.5492885112762451
0,60,14353,5316,0.017390772700309753,0.769231379032135
1,60,14353,5316,0.022830605506896973,0.3381403386592865
2,60,14353,5316,0.03666440397500992,0.43271932005882263
3,60,14353,5316,0.0638299360871315,0.5119717121124268
4,60,14353,5316,0.03207826241850853,0.5176652073860168
5,60,14353,5316,0.03041262924671173,0.5871894955635071
6,60,14353,5316,0.03173120319843292,0.6261914372444153
7,60,14353,5316,0.039533983916044235,0.6771798133850098
8,60,14353,5316,0.04698256775736809,0.6716117858886719
9,60,14353,5316,0.060336530208587646,0.6738850474357605
10,60,14353,5316,0.08112829178571701,0.5771462321281433
11,60,14353,5316,0.41052713990211487,0.5482942461967468
0,61,14353,5215,0.017171310260891914,0.771152675151825
1,61,14353,5215,0.02218085713684559,0.3567029535770416
2,61,14353,5215,0.035610321909189224,0.452124685049057
3,61,14353,5215,0.0614708848297596,0.5336452126502991
4,61,14353,5215,0.031594354659318924,0.52235347032547
5,61,14353,5215,0.03032391518354416,0.5883333683013916
6,61,14353,5215,0.03170062601566315,0.6279566287994385
7,61,14353,5215,0.0395212359726429,0.6811442971229553
8,61,14353,5215,0.04678528383374214,0.6743776202201843
9,61,14353,5215,0.060104429721832275,0.6752159595489502
10,61,14353,5215,0.08112090826034546,0.5829727053642273
11,61,14353,5215,0.4247719347476959,0.5649509429931641
0,62,14353,5232,0.017635999247431755,0.7674615383148193
1,62,14353,5232,0.02257603406906128,0.3456859588623047
2,62,14353,5232,0.03644224628806114,0.44394180178642273
3,62,14353,5232,0.0644320547580719,0.5284330248832703
4,62,14353,5232,0.032036568969488144,0.5200104713439941
5,62,14353,5232,0.030582040548324585,0.5876789093017578
6,62,14353,5232,0.03184927999973297,0.6282742619514465
7,62,14353,5232,0.03948356956243515,0.679602861404419
8,62,14353,5232,0.046783845871686935,0.6726111769676208
9,62,14353,5232,0.060418758541345596,0.6736478805541992
10,62,14353,5232,0.08129986375570297,0.5819194912910461
11,62,14353,5232,0.43063390254974365,0.5643075704574585
0,63,14353,5335,0.01752726547420025,0.7681384086608887
1,63,14353,5335,0.022405123338103294,0.3445393741130829
2,63,14353,5335,0.03635084256529808,0.4418555796146393
3,63,14353,5335,0.06416577845811844,0.5254351496696472
4,63,14353,5335,0.03195639327168465,0.5186222195625305
5,63,14353,5335,0.030614035204052925,0.5895313620567322
6,63,14353,5335,0.031722541898489,0.6263489127159119
7,63,14353,5335,0.03967558220028877,0.6763923168182373
8,63,14353,5335,0.046986933797597885,0.6722054481506348
9,63,14353,5335,0.06022243574261665,0.6749237179756165
10,63,14353,5335,0.08128631860017776,0.5807927250862122
11,63,14353,5335,0.4238710105419159,0.550632655620575
0,64,14353,5259,0.017665890976786613,0.7676493525505066
1,64,14353,5259,0.022835398092865944,0.3283100426197052
2,64,14353,5259,0.03685442730784416,0.43093809485435486
3,64,14353,5259,0.06448924541473389,0.5184380412101746
4,64,14353,5259,0.032116636633872986,0.5145161151885986
5,64,14353,5259,0.030653974041342735,0.5845375657081604
6,64,14353,5259,0.031992170959711075,0.624888002872467
7,64,14353,5259,0.03977328911423683,0.6782007217407227
8,64,14353,5259,0.047330599278211594,0.6736590266227722
9,64,14353,5259,0.06055120751261711,0.6724695563316345
10,64,14353,5259,0.08154097199440002,0.5764155387878418
11,64,14353,5259,0.4331343173980713,0.5633294582366943
0,65,14353,5292,0.017664453014731407,0.7661423087120056
1,65,14353,5292,0.02266506850719452,0.337873250246048
2,65,14353,5292,0.03671225532889366,0.43485239148139954
3,65,14353,5292,0.06451521068811417,0.5164365768432617
4,65,14353,5292,0.03212399408221245,0.5164931416511536
5,65,14353,5292,0.030662352219223976,0.5860669612884521
6,65,14353,5292,0.03193299099802971,0.6250290870666504
7,65,14353,5292,0.03972118720412254,0.6777772903442383
8,65,14353,5292,0.04669063165783882,0.6733431816101074
9,65,14353,5292,0.060230061411857605,0.6740221381187439
10,65,14353,5292,0.08103510737419128,0.5799347758293152
11,65,14353,5292,0.41731569170951843,0.5637685656547546
0,66,14353,5258,0.017555752769112587,0.7685955166816711
1,66,14353,5258,0.02283358760178089,0.3485144078731537
2,66,14353,5258,0.03693171218037605,0.44998693466186523
3,66,14353,5258,0.06742659956216812,0.5356499552726746
4,66,14353,5258,0.03208954632282257,0.5211684107780457
5,66,14353,5258,0.03047819435596466,0.587649941444397
6,66,14353,5258,0.03159869834780693,0.6286702156066895
7,66,14353,5258,0.03956213966012001,0.6797967553138733
8,66,14353,5258,0.046769704669713974,0.6746619343757629
9,66,14353,5258,0.05989552661776543,0.6745638251304626
10,66,14353,5258,0.08085864782333374,0.58297199010849
11,66,14353,5258,0.41497746109962463,0.5613167881965637
0,67,14353,5243,0.017459949478507042,0.7689142227172852
1,67,14353,5243,0.02270720899105072,0.3446996510028839
2,67,14353,5243,0.03638170659542084,0.45151057839393616
3,67,14353,5243,0.06690223515033722,0.5344637036323547
4,67,14353,5243,0.03178878501057625,0.5203974843025208
5,67,14353,5243,0.030545810237526894,0.5881842970848083
6,67,14353,5243,0.03192964568734169,0.6288896799087524
7,67,14353,5243,0.039555858820676804,0.6809595227241516
8,67,14353,5243,0.04685279726982117,0.675226628780365
9,67,14353,5243,0.06030622124671936,0.6735298037528992
10,67,14353,5243,0.08166094869375229,0.5813625454902649
11,67,14353,5243,0.41425326466560364,0.5428243279457092
0,68,14353,5218,0.01755356974899769,0.7679937481880188
1,68,14353,5218,0.022333167493343353,0.33790501952171326
2,68,14353,5218,0.0365104041993618,0.43961358070373535
3,68,14353,5218,0.06484859436750412,0.5228038430213928
4,68,14353,5218,0.032118648290634155,0.5181159377098083
5,68,14353,5218,0.030613839626312256,0.5845257043838501
6,68,14353,5218,0.03190777823328972,0.6238368153572083
7,68,14353,5218,0.0395977683365345,0.6773950457572937
8,68,14353,5218,0.04706316813826561,0.6704807877540588
9,68,14353,5218,0.06064135208725929,0.6718053817749023
10,68,14353,5218,0.08153025060892105,0.5791098475456238
11,68,14353,5218,0.42857444286346436,0.5599928498268127
0,69,14353,5205,0.0171941090375185,0.7706959247589111
1,69,14353,5205,0.022320693358778954,0.3564036786556244
2,69,14353,5205,0.03592658415436745,0.4593578577041626
3,69,14353,5205,0.0649668276309967,0.5412819981575012
4,69,14353,5205,0.03170258551836014,0.5234553813934326
5,69,14353,5205,0.030514409765601158,0.5883312225341797
6,69,14353,5205,0.031760770827531815,0.6299631595611572
7,69,14353,5205,0.03972041606903076,0.6810389161109924
8,69,14353,5205,0.04663193225860596,0.67255038022995
9,69,14353,5205,0.05976957082748413,0.6738786697387695
10,69,14353,5205,0.08077169209718704,0.5845720171928406
11,69,14353,5205,0.42462635040283203,0.5434002876281738
0,70,14353,5248,0.017673201858997345,0.7681412696838379
1,70,14353,5248,0.022846996784210205,0.33675453066825867
2,70,14353,5248,0.03635218366980553,0.4374384880065918
3,70,14353,5248,0.060881663113832474,0.5191429853439331
4,70,14353,5248,0.03216273710131645,0.5168513655662537
5,70,14353,5248,0.030621139332652092,0.5858903527259827
6,70,14353,5248,0.031735897064208984,0.6255541443824768
7,70,14353,5248,0.0398288331925869,0.6784923076629639
8,70,14353,5248,0.04706854745745659,0.671306312084198
9,70,14353,5248,0.06032775714993477,0.6727641224861145
10,70,14353,5248,0.08093227446079254,0.5793814063072205
11,70,14353,5248,0.41778406500816345,0.5591022372245789
0,71,14353,5292,0.01727747730910778,0.7722837924957275
1,71,14353,5292,0.022133586928248405,0.34608152508735657
2,71,14353,5292,0.03580525144934654,0.4462878704071045
3,71,14353,5292,0.06383267045021057,0.5274102687835693
4,71,14353,5292,0.03205859288573265,0.5182766914367676
5,71,14353,5292,0.030573122203350067,0.5853631496429443
6,71,14353,5292,0.03189394250512123,0.627001166343689
7,71,14353,5292,0.03965140879154205,0.6798932552337646
8,71,14353,5292,0.04710521921515465,0.6713272929191589
9,71,14353,5292,0.06035176292061806,0.6734932065010071
10,71,14353,5292,0.08154475688934326,0.5808129906654358
11,71,14353,5292,0.41867244243621826,0.5502533912658691
0,72,14353,5276,0.01737598329782486,0.7681102752685547
1,72,14353,5276,0.022462448105216026,0.3464972674846649
2,72,14353,5276,0.036355238407850266,0.44533562660217285
3,72,14353,5276,0.0651625469326973,0.5286028981208801
4,72,14353,5276,0.032070331275463104,0.5198522806167603
5,72,14353,5276,0.03057175688445568,0.5899493098258972
6,72,14353,5276,0.03170418366789818,0.6295511722564697
7,72,14353,5276,0.03954625502228737,0.6787225604057312
8,72,14353,5276,0.04725508764386177,0.6705093383789062
9,72,14353,5276,0.06064470484852791,0.6742908954620361
10,72,14353,5276,0.08196308463811874,0.5808625817298889
11,72,14353,5276,0.41886019706726074,0.554832935333252
0,73,14353,5269,0.01762601174414158,0.7684629559516907
1,73,14353,5269,0.0225850697606802,0.343477725982666
2,73,14353,5269,0.03608490154147148,0.4447903633117676
3,73,14353,5269,0.06165224313735962,0.5286874175071716
4,73,14353,5269,0.031978681683540344,0.5205891728401184
5,73,14353,5269,0.030460365116596222,0.5861360430717468
6,73,14353,5269,0.03179940581321716,0.6249744296073914
7,73,14353,5269,0.03932764753699303,0.677889347076416
8,73,14353,5269,0.04680485650897026,0.6726877093315125
9,73,14353,5269,0.059825003147125244,0.6750783920288086
10,73,14353,5269,0.08077438920736313,0.5831361413002014
11,73,14353,5269,0.43019452691078186,0.5544328093528748
0,74,14353,5326,0.01735704392194748,0.7689233422279358
1,74,14353,5326,0.02217618189752102,0.34313368797302246
2,74,14353,5326,0.03594030812382698,0.43814846873283386
3,74,14353,5326,0.06263184547424316,0.5173428654670715
4,74,14353,5326,0.03192523121833801,0.5182604789733887
5,74,14353,5326,0.030665434896945953,0.5871426463127136
6,74,14353,5326,0.03182990476489067,0.626041829586029
7,74,14353,5326,0.03983744978904724,0.6771494746208191
8,74,14353,5326,0.04714326933026314,0.6722307801246643
9,74,14353,5326,0.06044258177280426,0.674139678478241
10,74,14353,5326,0.08137738704681396,0.5781948566436768
11,74,14353,5326,0.4171839952468872,0.5478899478912354
0,75,14353,5277,0.017405344173312187,0.7695792317390442
1,75,14353,5277,0.02278573252260685,0.34475597739219666
2,75,14353,5277,0.03635973855853081,0.4424980580806732
3,75,14353,5277,0.06405729800462723,0.5246005058288574
4,75,14353,5277,0.032082367688417435,0.5182550549507141
5,75,14353,5277,0.030766597017645836,0.5858474969863892
6,75,14353,5277,0.03185620903968811,0.6273800730705261
7,75,14353,5277,0.03967960178852081,0.6792541146278381
8,75,14353,5277,0.04720418527722359,0.6716985106468201
9,75,14353,5277,0.06084795296192169,0.6712519526481628
10,75,14353,5277,0.08146809041500092,0.580544650554657
11,75,14353,5277,0.4337376058101654,0.5527200102806091
0,76,14353,5210,0.017318809404969215,0.7684071063995361
1,76,14353,5210,0.02218860387802124,0.34102579951286316
2,76,14353,5210,0.035757508128881454,0.43419691920280457
3,76,14353,5210,0.06212564930319786,0.5123066902160645
4,76,14353,5210,0.032038405537605286,0.5164219737052917
5,76,14353,5210,0.030551334843039513,0.5858818888664246
6,76,14353,5210,0.03216753527522087,0.6256535649299622
7,76,14353,5210,0.040021657943725586,0.682741105556488
8,76,14353,5210,0.04703099653124809,0.6767159104347229
9,76,14353,5210,0.06017602980136871,0.6773684620857239
10,76,14353,5210,0.08074550330638885,0.5798414349555969
11,76,14353,5210,0.4372932016849518,0.5654990077018738
0,77,14353,5255,0.017465418204665184,0.7691468596458435
1,77,14353,5255,0.023218506947159767,0.34511569142341614
2,77,14353,5255,0.03626081719994545,0.45026278495788574
3,77,14353,5255,0.06362468749284744,0.5302757024765015
4,77,14353,5255,0.032085057348012924,0.5197580456733704
5,77,14353,5255,0.030667686834931374,0.5868993401527405
6,77,14353,5255,0.03172915428876877,0.6301996111869812
7,77,14353,5255,0.039297472685575485,0.6818645596504211
8,77,14353,5255,0.04713377729058266,0.674257218837738
9,77,14353,5255,0.06000715494155884,0.6774820685386658
10,77,14353,5255,0.08109203726053238,0.5826100707054138
11,77,14353,5255,0.41964468359947205,0.5591180324554443
0,78,14353,5273,0.01735219918191433,0.7699888348579407
1,78,14353,5273,0.022400006651878357,0.343881219625473
2,78,14353,5273,0.03590422868728638,0.44347479939460754
3,78,14353,5273,0.06380850076675415,0.5207924842834473
4,78,14353,5273,0.03197919949889183,0.5193465352058411
5,78,14353,5273,0.030489670112729073,0.588843822479248
6,78,14353,5273,0.0318589024245739,0.6264026761054993
7,78,14353,5273,0.040075235068798065,0.6800524592399597
8,78,14353,5273,0.04686640575528145,0.6780433058738708
9,78,14353,5273,0.059871166944503784,0.6785082817077637
10,78,14353,5273,0.08058896660804749,0.5809635519981384
11,78,14353,5273,0.43386009335517883,0.5548606514930725
0,79,14353,5261,0.017569417133927345,0.7680739760398865
1,79,14353,5261,0.02250254712998867,0.33902621269226074
2,79,14353,5261,0.0365908183157444,0.4369827210903168
3,79,14353,5261,0.06364401429891586,0.5211581587791443
4,79,14353,5261,0.03211710974574089,0.5159544348716736
5,79,14353,5261,0.030667608603835106,0.5871071219444275
6,79,14353,5261,0.03176717460155487,0.6258031725883484
7,79,14353,5261,0.039903540164232254,0.6777127385139465
8,79,14353,5261,0.0473296158015728,0.6724023818969727
9,79,14353,5261,0.060452792793512344,0.6724092364311218
10,79,14353,5261,0.08148787915706635,0.5775805115699768
11,79,14353,5261,0.41905713081359863,0.5598899722099304
0,80,14353,5320,0.01711294986307621,0.7714897990226746
1,80,14353,5320,0.022053619846701622,0.34955331683158875
2,80,14353,5320,0.03591981530189514,0.44780102372169495
3,80,14353,5320,0.06250031292438507,0.5295219421386719
4,80,14353,5320,0.03185591474175453,0.520697295665741
5,80,14353,5320,0.03043654002249241,0.5884392261505127
6,80,14353,5320,0.03167683258652687,0.6277379989624023
7,80,14353,5320,0.039637353271245956,0.6802689433097839
8,80,14353,5320,0.0470813624560833,0.6727613806724548
9,80,14353,5320,0.06002745404839516,0.6765356659889221
10,80,14353,5320,0.08085557073354721,0.5825156569480896
11,80,14353,5320,0.404306560754776,0.5599563717842102
0,81,14353,5295,0.01741478405892849,0.769589900970459
1,81,14353,5295,0.022476129233837128,0.3479091227054596
2,81,14353,5295,0.03584911301732063,0.4447653293609619
3,81,14353,5295,0.06313631683588028,0.5230920314788818
4,81,14353,5295,0.03184850886464119,0.5194495320320129
5,81,14353,5295,0.030369296669960022,0.5870776176452637
6,81,14353,5295,0.03177308291196823,0.6260913014411926
7,81,14353,5295,0.039668478071689606,0.6778201460838318
8,81,14353,5295,0.04701249673962593,0.6725990772247314
9,81,14353,5295,0.06054652854800224,0.6727595925331116
10,81,14353,5295,0.08172821998596191,0.5808349251747131
11,81,14353,5295,0.4439659118652344,0.555756688117981
0,82,14353,5277,0.01720176450908184,0.7712748646736145
1,82,14353,5277,0.022266393527388573,0.34872934222221375
2,82,14353,5277,0.03565431013703346,0.44884276390075684
3,82,14353,5277,0.06323634833097458,0.5284098982810974
4,82,14353,5277,0.03174680098891258,0.5201360583305359
5,82,14353,5277,0.030442556366324425,0.5875900387763977
6,82,14353,5277,0.03172696754336357,0.6253937482833862
7,82,14353,5277,0.03958766162395477,0.6797483563423157
8,82,14353,5277,0.047108639031648636,0.6744056344032288
9,82,14353,5277,0.06017783284187317,0.67499178647995
10,82,14353,5277,0.08147379755973816,0.5809137225151062
